sub,POA,token,syll_dur,v_dur,Av,Ahi,max23,Av.Ahi,Av.max23
5,1,33,0.0884,0.0712,37,-12.4,-0.3,49.4,37.3
6,1,61,0.881,0.0603,36.7,-10.9,-0.6,47.6,37.3
2,1,64,0.096,0.0647,20.4,-30.4,-17,50.8,37.4
3,1,76,0.1345,0.0845,38.6,0.7,1.1,37.9,37.5
6,1,59,0.0746,0.056,36,-9,-1.6,45,37.6
6,1,89,0.0695,0.0437,33.1,-17.6,-4.5,50.7,37.6
1,1,54,0.0832,0.0658,31.7,-6.6,-6,38.3,37.7
5,1,34,0.0896,0.079,37,-7.4,-0.7,44.4,37.7
2,2,56,0.119,0.0853,23.8,-16.9,-14,40.7,37.8
3,1,40,0.1986,0.1547,28,0.3,-9.8,27.7,37.8
6,2,162,0.1065,0.0679,25.2,-13.2,-12.6,38.4,37.8
6,1,36,0.1331,0.1015,36.1,-18,-1.7,54.1,37.8
5,1,3,0.1804,0.1575,34.8,-1.9,-3.1,36.7,37.9
3,2,93,0.1909,0.1227,21.8,-13.2,-16.2,35,38
3,2,123,0.1991,0.1448,22.8,-14.3,-15.2,37.1,38
5,1,14,0.19,0.1682,37.4,-3.3,-0.6,40.7,38
5,1,64,0.0597,0.0488,42,2.7,3.9,39.3,38.1
5,1,80,0.0629,0.0537,45.4,-4.4,7.3,49.8,38.1
5,1,7,0.187,0.1683,37.8,-2.8,-0.4,40.6,38.2
5,1,50,0.1004,0.0894,33.9,-15,-4.3,48.9,38.2
6,1,102,0.0704,0.0437,35,-14.8,-3.3,49.8,38.3
6,3,272,0.0855,0.0597,31.8,-11.6,-6.5,43.4,38.3
3,1,108,0.0992,0.0858,27,-16.8,-11.4,43.8,38.4
5,2,134,0.1137,0.066,32.9,-4.3,-5.5,37.2,38.4
6,2,196,0.102,0.0459,31,-5.6,-7.4,36.6,38.4
5,1,6,0.2027,0.1819,40.5,-4.8,2,45.3,38.5
5,1,61,0.0534,0.0409,42.1,1.8,3.6,40.3,38.5
5,3,237,0.0984,0.0792,39.5,-10.9,0.8,50.4,38.7
3,1,57,0.2164,0.1605,28.6,-11.8,-10.2,40.4,38.8
5,1,84,0.757,0.0675,45.8,-3.9,7,49.7,38.8
3,1,53,0.1984,0.1717,26,-24.3,-12.9,50.3,38.9
1,1,48,0.0919,0.0725,31.5,-6,-7.5,37.5,39
1,1,49,0.0822,0.0581,32.2,-8.1,-6.8,40.3,39
2,1,55,0.1121,0.0829,22.7,-22.9,-16.4,45.6,39.1
3,2,114,0.1873,0.1512,21.4,-9.2,-17.7,30.6,39.1
2,1,30,0.155,0.0927,24.3,-29,-14.8,53.3,39.1
5,1,8,0.2134,0.1851,38.8,-0.1,-0.4,38.9,39.2
3,1,56,0.2107,0.1606,27.7,-12.1,-11.6,39.8,39.3
5,2,132,0.1214,0.0883,36.1,-4.2,-3.2,40.3,39.3
3,2,125,0.1607,0.1475,26.6,-4.6,-12.8,31.2,39.4
6,1,49,0.1176,0.0826,39.8,-12.2,0.3,52,39.5
2,1,63,0.1151,0.0786,15.8,-34.5,-23.8,50.3,39.6
5,1,11,0.2258,0.1961,36.2,-4,-3.4,40.2,39.6
3,1,94,0.1557,0.1292,19.9,-15.6,-19.8,35.5,39.7
3,2,128,0.2209,0.1563,24.9,-16.2,-14.8,41.1,39.7
5,1,9,0.2071,0.1768,34.6,2,-5.2,32.6,39.8
5,1,51,0.0965,0.0847,27.5,-9.1,-12.4,36.6,39.9
5,1,83,0.0641,0.0541,46.8,-1.5,6.7,48.3,40.1
6,1,78,0.1077,0.0777,39.3,-24.5,-0.8,63.8,40.1
5,1,75,0.0709,0.0604,45.4,-4.3,5.3,49.7,40.1
3,1,130,0.1537,0.1452,33,-8.5,-7.3,41.5,40.3
6,1,38,0.1215,0.0893,38.9,-14,-1.4,52.9,40.3
3,1,122,0.1457,0.1338,25.2,-18.3,-15.2,43.5,40.4
6,1,63,0.085,0.0591,36.4,-21.1,-4.1,57.5,40.5
5,1,25,0.1045,0.0893,37.2,-11.8,-3.4,49,40.6
5,1,70,0.0626,0.0522,41.9,-3.5,1.3,45.4,40.6
6,1,70,0.0886,0.0763,36.3,-25.9,-4.4,62.2,40.7
1,1,47,0.0635,0.0392,27.7,-13.6,-13.1,41.3,40.8
3,1,106,0.1932,0.1709,33.4,-10.1,-7.4,43.5,40.8
5,1,97,0.0656,0.047,41.2,-4.7,0.4,45.9,40.8
3,1,58,0.2328,0.1762,29.3,-8.9,-11.6,38.2,40.9
6,1,62,0.0721,0.0586,37,-24,-4,61,41
5,1,73,0.0636,0.0545,43.5,-6,2.4,49.5,41.1
6,1,91,0.0798,0.0487,34,-20.4,-7.2,54.4,41.2
6,1,57,0.0649,0.0444,38.8,-11.5,-2.5,50.3,41.3
1,1,41,0.0809,0.0558,37.6,-13.2,-3.8,50.8,41.4
1,1,57,0.0604,0.0537,29.1,-12.5,-12.3,41.6,41.4
3,1,71,0.313,0.2664,33.8,-9.3,-7.7,43.1,41.5
5,1,28,0.0955,0.0837,35.8,-15.5,-5.7,51.3,41.5
6,1,88,0.0514,0.0422,38.4,-12.7,-3.1,51.1,41.5
3,1,111,0.1956,0.1726,27.8,-20.8,-13.8,48.6,41.6
2,1,33,0.1508,0.1025,17.4,-32.4,-24.3,49.8,41.7
3,1,73,0.3045,0.2558,30.1,-24.8,-11.6,54.9,41.7
3,1,119,0.1202,0.1095,25.7,-17.6,-16.1,43.3,41.8
5,1,56,0.0773,0.058,45.5,-10.1,3.6,55.6,41.9
3,2,122,0.1864,0.1456,24.4,-5.3,-17.6,29.7,42
1,1,42,0.0934,0.0793,37,-12.8,-5.1,49.8,42.1
6,1,74,0.0791,0.0577,37.2,-17,-4.9,54.2,42.1
6,1,93,0.0779,0.0518,35.6,-18.4,-6.5,54,42.1
6,1,72,0.0917,0.0699,38.3,-19.6,-3.9,57.9,42.2
3,1,126,0.1551,0.1433,31,-17.5,-11.2,48.5,42.2
5,3,235,0.1085,0.0868,40.5,-5.9,-1.7,46.4,42.2
5,1,95,0.0609,0.0368,49.9,-2.9,7.6,52.8,42.3
6,1,37,0.1291,0.0938,38.5,-8.3,-3.9,46.8,42.4
6,1,47,0.1191,0.0935,37.2,-17.4,-5.3,54.6,42.5
2,2,71,0.1457,0.118,15.7,-30.8,-26.9,46.5,42.6
2,1,34,0.1675,0.1181,18.5,-29.9,-24.1,48.4,42.6
6,1,85,0.082,0.0516,35.7,-16.1,-7,51.8,42.7
3,1,113,0.1445,0.1193,21.9,-19.8,-20.9,41.7,42.8
6,1,64,0.0971,0.0689,36.7,-18.8,-6.1,55.5,42.8
3,1,120,0.1249,0.1132,21.1,-20.1,-21.9,41.2,43
6,1,33,0.1275,0.0967,36.9,-14.6,-6.1,51.5,43
2,1,53,0.0907,0.0812,30.4,-18.3,-12.7,48.7,43.1
5,1,76,0.0604,0.051,45.8,-4.5,2.7,50.3,43.1
6,1,43,0.131,0.1091,36.4,-11.6,-6.7,48,43.1
6,1,67,0.0801,0.0614,38.8,-24.3,-4.4,63.1,43.2
6,1,99,0.0658,0.0455,38.9,-10.1,-4.3,49,43.2
6,1,96,0.079,0.0513,35.2,-13.2,-8.1,48.4,43.3
3,1,103,0.1297,0.1167,23.9,-21.5,-19.6,45.4,43.5
6,1,66,0.0914,0.073,35.7,-18.3,-7.8,54,43.5
3,1,98,0.1183,0.0897,29.8,-22,-13.8,51.8,43.6
5,1,22,0.0977,0.0828,35.4,-15.2,-8.3,50.6,43.7
3,1,101,0.1229,0.1096,22.2,-21.1,-21.7,43.3,43.9
3,1,109,0.2197,0.2074,32.9,-16,-11,48.9,43.9
3,1,115,0.1309,0.1185,22.7,-25.4,-21.2,48.1,43.9
5,1,96,0.0582,0.0404,47.2,-3.1,3.2,50.3,44
3,2,127,0.1803,0.1645,31.3,-7,-12.8,38.3,44.1
6,1,73,0.0896,0.0695,40.4,-15.8,-3.7,56.2,44.1
6,1,77,0.0801,0.073,39.9,-19.4,-4.2,59.3,44.1
6,1,83,0.0681,0.0568,37.4,-19.8,-6.7,57.2,44.1
6,1,42,0.1111,0.0876,36.3,-19.6,-8.3,55.9,44.6
6,1,75,0.1055,0.0824,40.6,-16.1,-4,56.7,44.6
6,1,39,0.1082,0.0874,38.6,-13.7,-6.1,52.3,44.7
6,1,104,0.1426,0.1138,36.1,-9,-8.6,45.1,44.7
6,1,60,0.085,0.0609,35.2,-17,-10,52.2,45.2
3,1,133,0.159,0.1464,25.7,-16.1,-19.6,41.8,45.3
6,1,30,0.1184,0.0968,35.6,-18.6,-9.9,54.2,45.5
5,1,78,0.0682,0.0587,46.2,-9.9,0.5,56.1,45.7
6,1,53,0.1276,0.0955,33.3,-17.2,-12.5,50.5,45.8
6,1,65,0.1044,0.0901,38,-27.7,-7.9,65.7,45.9
2,1,62,0.102,0.0815,17.8,-35.1,-28.1,52.9,45.9
6,1,55,0.0751,0.0558,40.3,-14.9,-5.7,55.2,46
6,1,76,0.1039,0.0798,41.5,-7.2,-4.8,48.7,46.3
6,1,95,0.0634,0.0372,35.8,-16.4,-10.5,52.2,46.3
5,1,71,0.0524,0.0424,42.6,-6.4,-3.8,49,46.4
5,1,94,0.0791,0.0593,49.4,-6.7,2.9,56.1,46.5
3,1,105,0.2435,0.2137,31.8,-20.2,-14.9,52,46.7
6,1,86,0.0644,0.0514,35,-18.1,-12.2,53.1,47.2
3,1,127,0.1302,0.1197,31.5,-17.7,-16.4,49.2,47.9
6,1,97,0.0697,0.0439,37.3,-12.6,-11.4,49.9,48.7
6,1,71,0.0907,0.0703,37.4,-14.2,-11.3,51.6,48.7
6,1,87,0.099,0.0698,34.6,-25.5,-14.7,60.1,49.3
3,1,134,0.2245,0.2129,30,-23.9,-19.7,53.9,49.7
5,1,24,0.1011,0.0871,37.6,-14.1,-12.3,51.7,49.9
5,1,21,0.0632,0.0448,37.5,-20.3,-12.5,57.8,50
3,1,124,0.1579,0.1286,32,-26.8,-18.3,58.8,50.3
6,1,82,0.1005,0.0837,40.3,-27.4,-10.3,67.7,50.6
6,1,79,0.0814,0.0702,37.9,-20.7,-12.8,58.6,50.7
6,1,101,0.0647,0.0457,37.5,-16.1,-14.6,53.6,52.1
6,1,69,0.081,0.0688,39.5,-24.4,-13.4,63.9,52.9
5,1,57,0.0684,0.0522,44.7,-7.2,-9.1,51.9,53.8
6,1,68,0.0832,0.0689,42.1,-22.1,-12.8,64.2,54.9
6,1,80,0.0672,0.0602,39,-18.8,-21.1,57.8,60.1
